,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000153902.14,1847.393277,-2.048950731,0.142012482,-14.42796224,3.45E-47,8.76E-46
ENSG00000153976.3,55.49309608,-1.906833882,0.203849161,-9.354141448,8.43E-21,5.59E-20
ENSG00000154099.18,228.2316588,-1.57401893,0.128378652,-12.26075294,1.47E-34,2.07E-33
ENSG00000154102.11,53.85848442,-1.038904373,0.12125082,-8.568225537,1.05E-17,5.70E-17
ENSG00000154165.5,1.749868478,-1.222805519,0.267505046,-4.571149366,4.85E-06,1.10E-05
ENSG00000154188.10,410.5989522,-2.254911407,0.141934527,-15.88698288,7.80E-57,2.99E-55
ENSG00000154240.17,298.6011941,-1.658147911,0.076878621,-21.56838788,3.56E-103,8.07E-101
ENSG00000154265.16,522.7677072,-1.74623665,0.134482955,-12.98481764,1.49E-38,2.54E-37
ENSG00000154451.14,139.0425168,-1.569727056,0.207861736,-7.551784599,4.29E-14,1.83E-13
ENSG00000154479.13,138.3948217,-1.038463326,0.110970391,-9.358021712,8.12E-21,5.40E-20
ENSG00000154529.15,50.22919027,-1.421762024,0.128034616,-11.10451278,1.19E-28,1.24E-27
ENSG00000154553.16,1173.4488,-1.574330828,0.105688845,-14.89590337,3.50E-50,1.01E-48
ENSG00000154645.14,138.4074984,-2.930164995,0.158089033,-18.53490359,1.08E-76,8.90E-75
ENSG00000154646.9,2.131935873,-2.215710079,0.246779333,-8.978507437,2.74E-19,1.64E-18
ENSG00000154678.18,1265.961591,-1.012750674,0.157221343,-6.441559741,1.18E-10,3.89E-10
ENSG00000154760.14,179.0608305,-1.670307277,0.135611674,-12.31683989,7.35E-35,1.05E-33
ENSG00000154839.10,104.574425,-1.267713171,0.166929814,-7.594288527,3.09E-14,1.33E-13
ENSG00000154978.13,4476.533706,-1.17797762,0.080949835,-14.55194584,5.68E-48,1.51E-46
ENSG00000154997.9,3.302530938,-2.372352871,0.25176567,-9.422860816,4.39E-21,2.96E-20
ENSG00000155026.16,4.135957168,-1.245142514,0.135889548,-9.162901314,5.05E-20,3.19E-19
ENSG00000155070.8,2.63839166,-1.819249006,0.219854451,-8.274788139,1.29E-16,6.54E-16
ENSG00000155254.13,570.0582166,-1.871837008,0.098436125,-19.01575278,1.26E-80,1.19E-78
ENSG00000155367.15,50.45922922,-1.343428719,0.120345171,-11.16312946,6.18E-29,6.53E-28
ENSG00000155530.3,55.41665728,-2.010017984,0.126492846,-15.89036894,7.39E-57,2.85E-55
ENSG00000155660.11,5519.129916,-1.128395264,0.061774641,-18.26631843,1.53E-74,1.20E-72
ENSG00000155749.13,55.37370542,-1.138135781,0.105214017,-10.81733987,2.85E-27,2.77E-26
ENSG00000155761.14,57.01473038,-5.058531388,0.194071622,-26.06528118,9.03E-150,6.14E-147
ENSG00000155918.8,0.879680131,-1.826263114,0.353716408,-5.16307152,2.43E-07,6.15E-07
ENSG00000156076.10,418.4532982,-1.098293443,0.299682824,-3.664852818,0.000247481,0.00047136
ENSG00000156140.10,146.3078245,-2.758040969,0.154596206,-17.84028888,3.44E-71,2.31E-69
ENSG00000156150.9,10.24337103,-1.283000615,0.163324346,-7.855538043,3.98E-15,1.82E-14
ENSG00000156206.14,22.4076768,-3.1891017,0.175401825,-18.18169051,7.21E-74,5.50E-72
ENSG00000156219.17,149.3231654,-1.293056419,0.158930201,-8.136001898,4.09E-16,2.00E-15
ENSG00000156222.12,30.71042934,-1.290568716,0.153808508,-8.39074986,4.83E-17,2.52E-16
ENSG00000156265.16,252.6912333,-2.135263317,0.152387419,-14.0120709,1.32E-44,3.03E-43
ENSG00000156535.15,617.2267634,-1.955098641,0.103255254,-18.93461659,5.91E-80,5.33E-78
ENSG00000156869.14,85.93058947,-1.521690488,0.127819668,-11.90497923,1.11E-32,1.43E-31
ENSG00000156966.7,244.4123068,-3.264493648,0.113578522,-28.74217408,1.13E-181,1.85E-178
ENSG00000157110.16,488.4600099,-1.423155137,0.102255814,-13.91759631,4.95E-44,1.11E-42
ENSG00000157227.13,3793.014646,-1.571767515,0.121210349,-12.96727162,1.88E-38,3.18E-37
ENSG00000157240.4,982.8544648,-1.377949233,0.066793567,-20.6299691,1.48E-94,2.30E-92
ENSG00000157322.17,16.67446332,-1.470209838,0.137462167,-10.69537805,1.07E-26,1.00E-25
ENSG00000157330.10,96.89848202,-4.010803088,0.288816797,-13.88701462,7.59E-44,1.69E-42
ENSG00000157335.21,6.028577795,-1.598734731,0.158780375,-10.06884341,7.59E-24,5.99E-23
ENSG00000157399.16,171.8764638,-1.471637793,0.098653159,-14.91729013,2.54E-50,7.37E-49
ENSG00000157423.18,278.1711906,-1.851156311,0.17331882,-10.68064223,1.25E-26,1.17E-25
ENSG00000157456.8,314.6387951,-1.078575823,0.174444263,-6.182925174,6.29E-10,1.96E-09
ENSG00000157510.14,591.0375654,-1.463407853,0.101276022,-14.44969718,2.52E-47,6.49E-46
ENSG00000157570.12,1000.599123,-1.304359265,0.161482098,-8.077423314,6.61E-16,3.20E-15
ENSG00000157578.13,93.81391928,-1.070170751,0.098350131,-10.88123364,1.42E-27,1.40E-26
ENSG00000157601.14,2511.59957,-2.054479951,0.134522296,-15.27241212,1.17E-52,3.77E-51
ENSG00000157613.11,620.8642001,-1.032652076,0.198163079,-5.211122491,1.88E-07,4.79E-07
ENSG00000157703.16,19.150737,-3.358923424,0.167419421,-20.06292578,1.56E-89,1.94E-87
ENSG00000157856.12,126.0342554,-4.070067162,0.228736528,-17.79369127,7.91E-71,5.18E-69
ENSG00000157873.17,664.3252874,-1.438112667,0.089704235,-16.03171437,7.67E-58,3.14E-56
ENSG00000158023.10,165.4781424,-1.725898304,0.09355181,-18.44858278,5.35E-76,4.30E-74
ENSG00000158104.11,43.41673992,-1.780699772,0.193233843,-9.2152583,3.11E-20,1.99E-19
ENSG00000158113.13,110.6515338,-1.484167591,0.130194778,-11.39959389,4.20E-30,4.73E-29
ENSG00000158156.9,339.176581,-2.380498124,0.091287682,-26.07688217,6.67E-150,4.73E-147
ENSG00000158246.8,94.47659532,-2.42479465,0.170469159,-14.22424247,6.48E-46,1.57E-44
ENSG00000158270.12,1430.345536,-1.423176063,0.133393889,-10.66897498,1.42E-26,1.32E-25
ENSG00000158296.14,526.8125823,-1.6373601,0.120375029,-13.60215742,3.89E-42,7.96E-41
ENSG00000158402.20,85.72987398,-1.115042078,0.167094751,-6.673112535,2.50E-11,8.71E-11
ENSG00000158423.17,200.6453786,-1.442784151,0.123304287,-11.70100559,1.26E-31,1.51E-30
ENSG00000158428.4,23.21191721,-2.506135117,0.180489765,-13.88519238,7.79E-44,1.73E-42
ENSG00000158486.13,6.367883513,-2.33028746,0.176576464,-13.19704453,9.12E-40,1.68E-38
ENSG00000158517.15,103.260243,-1.096917782,0.127175077,-8.625257493,6.39E-18,3.51E-17
ENSG00000158615.9,4623.391401,-1.00248637,0.080368005,-12.4736999,1.04E-35,1.55E-34
ENSG00000158683.9,48.61759714,-1.425323648,0.11121759,-12.81563147,1.34E-37,2.17E-36
ENSG00000158710.15,5143.119153,-2.392738495,0.086201935,-27.75736419,1.42E-169,1.45E-166
ENSG00000158764.7,1.435559376,-1.727221095,0.310838405,-5.556652796,2.75E-08,7.53E-08
ENSG00000158769.18,471.1362505,-1.454649929,0.085941806,-16.92598752,2.89E-64,1.53E-62
ENSG00000158786.5,0.609781656,-1.417245814,0.260454484,-5.441433732,5.29E-08,1.41E-07
ENSG00000158816.15,24.38033768,-2.380913332,0.195261168,-12.19348096,3.37E-34,4.65E-33
ENSG00000158874.11,1.538528384,-1.052529383,0.249935603,-4.211202292,2.54E-05,5.39E-05
ENSG00000159167.12,123.5972686,-2.212798903,0.222452044,-9.947307565,2.59E-23,1.98E-22
ENSG00000159173.19,2.353829075,-1.526221968,0.223613494,-6.825267748,8.78E-12,3.15E-11
ENSG00000159176.14,18283.95372,-1.183137717,0.1257628,-9.407692243,5.07E-21,3.41E-20
ENSG00000159184.8,20.81667251,-3.355791704,0.407658243,-8.231875018,1.84E-16,9.24E-16
ENSG00000159212.13,35.41057143,-2.589124148,0.197016972,-13.14162996,1.90E-39,3.45E-38
ENSG00000159216.19,894.9125223,-1.330629555,0.146719723,-9.069193492,1.20E-19,7.37E-19
ENSG00000159217.10,1.526000955,-1.989479383,0.248636629,-8.001553865,1.23E-15,5.81E-15
ENSG00000159228.13,2869.229721,-1.629798927,0.132263208,-12.32239072,6.86E-35,9.85E-34
ENSG00000159259.8,266.3841057,-1.527605286,0.116711849,-13.08869063,3.82E-39,6.79E-38
ENSG00000159337.7,4.139422434,-1.145186118,0.23016659,-4.975466325,6.51E-07,1.59E-06
ENSG00000159403.18,4885.937695,-1.499963391,0.16375603,-9.159744489,5.20E-20,3.28E-19
ENSG00000159495.8,0.664976643,-1.117788775,0.263178632,-4.247262661,2.16E-05,4.62E-05
ENSG00000159556.10,13.47138826,-2.019382794,0.256596717,-7.869869971,3.55E-15,1.63E-14
ENSG00000159618.16,67.08200025,-1.258444202,0.148411016,-8.479452758,2.26E-17,1.20E-16
ENSG00000159625.15,101.265867,-2.13158068,0.173906207,-12.25707075,1.54E-34,2.16E-33
ENSG00000159640.17,379.3206119,-1.091745144,0.141360956,-7.723102433,1.14E-14,5.04E-14
ENSG00000159674.12,246.4943052,-2.2522654,0.161709693,-13.92783174,4.29E-44,9.67E-43
ENSG00000159708.18,41.8628081,-1.516093843,0.133521876,-11.35464758,7.03E-30,7.83E-29
ENSG00000159713.11,2913.496247,-2.344264379,0.151642897,-15.45911104,6.55E-54,2.23E-52
ENSG00000159714.12,511.6467517,-1.041058319,0.111572852,-9.330749413,1.05E-20,6.93E-20
ENSG00000159840.16,6486.945943,-1.087663183,0.073179967,-14.86285428,5.74E-50,1.63E-48
ENSG00000160180.15,14.647253,-2.814326882,0.23943095,-11.7542318,6.72E-32,8.19E-31
